Time,Playercount
2017-12-14,71
2017-12-15,72
2017-12-16,86
2017-12-17,84
2017-12-18,77
2017-12-19,77
2017-12-20,79
2017-12-21,75
2017-12-22,94
2017-12-23,89
2017-12-24,79
2017-12-25,85
2017-12-26,88
2017-12-27,86
2017-12-28,98
2017-12-29,91
2017-12-30,90
2017-12-31,78
2018-01-01,81
2018-01-02,88
2018-01-03,84
2018-01-04,103
2018-01-05,95
2018-01-06,97
2018-01-07,101
2018-01-08,82
2018-01-09,84
2018-01-10,73
2018-01-11,79
2018-01-12,81
2018-01-13,87
2018-01-14,93
2018-01-15,86
2018-01-16,84
2018-01-17,71
2018-01-18,85
2018-01-19,86
2018-01-20,100
2018-01-21,98
2018-01-22,81
2018-01-23,77
2018-01-24,68
2018-01-25,75
2018-01-26,74
2018-01-27,88
2018-01-28,89
2018-01-29,72
2018-01-30,75
2018-01-31,66
2018-02-01,69
2018-02-02,72
2018-02-03,82
2018-02-04,85
2018-02-05,74
2018-02-06,83
2018-02-07,74
2018-02-08,82
2018-02-09,86
2018-02-10,90
2018-02-12,73
2018-02-13,62
2018-02-14,67
2018-02-15,63
2018-02-16,71
2018-02-17,73
2018-02-18,80
2018-02-19,71
2018-02-20,66
2018-02-21,62
2018-02-22,70
2018-02-23,72
2018-02-24,78
2018-02-25,70
2018-02-26,62
2018-02-27,63
2018-02-28,55
2018-03-01,61
2018-03-02,61
2018-03-03,72
2018-03-04,76
2018-03-05,69
2018-03-06,67
2018-03-07,55
2018-03-08,63
2018-03-09,70
2018-03-10,69
2018-03-11,80
2018-03-12,58
2018-03-13,67
2018-03-14,55
2018-03-15,73
2018-03-16,72
2018-03-17,78
2018-03-18,83
2018-03-19,73
2018-03-20,73
2018-03-21,68
2018-03-22,72
2018-03-23,71
2018-03-24,75
2018-03-25,79
2018-03-26,76
2018-03-27,79
2018-03-28,70
2018-03-29,85
2018-03-30,88
2018-03-31,87
2018-04-01,80
2018-04-02,80
2018-04-03,76
2018-04-04,65
2018-04-05,69
2018-04-06,71
2018-04-07,85
2018-04-08,90
2018-04-09,71
2018-04-10,64
2018-04-11,61
2018-04-12,79
2018-04-13,79
2018-04-14,82
2018-04-15,80
2018-04-16,71
2018-04-17,68
2018-04-18,62
2018-04-19,66
2018-04-20,74
2018-04-21,73
2018-04-22,84
2018-04-23,69
2018-04-24,69
2018-04-25,64
2018-04-26,72
2018-04-27,69
2018-04-28,72
2018-04-29,78
2018-04-30,63
2018-05-01,71
2018-05-02,61
2018-05-03,61
2018-05-04,69
2018-05-05,75
2018-05-06,78
2018-05-07,63
2018-05-08,57
2018-05-09,49
2018-05-10,63
2018-05-11,62
2018-05-12,72
2018-05-13,82
2018-05-14,62
2018-05-15,65
2018-05-16,56
2018-05-17,68
2018-05-18,66
2018-05-19,71
2018-05-20,75
2018-05-21,71
2018-05-22,66
2018-05-23,61
2018-05-24,65
2018-05-25,64
2018-05-26,65
2018-05-27,73
2018-05-28,73
2018-05-29,70
2018-05-30,62
2018-05-31,69
2018-06-01,63
2018-06-02,73
2018-06-03,78
2018-06-04,70
2018-06-05,61
2018-06-06,67
2018-06-07,66
2018-06-08,67
2018-06-09,69
2018-06-10,72
2018-06-11,59
2018-06-12,63
2018-06-13,60
2018-06-14,56
2018-06-15,69
2018-06-16,72
2018-06-17,74
2018-06-18,71
2018-06-19,71
2018-06-20,67
2018-06-21,71
2018-06-22,77
2018-06-23,72
2018-06-24,85
2018-06-25,79
2018-06-26,75
2018-06-27,67
2018-06-28,75
2018-06-29,88
2018-06-30,88
2018-07-01,83
2018-07-02,70
2018-07-03,79
2018-07-04,71
2018-07-05,69
2018-07-06,76
2018-07-07,74
2018-07-08,75
2018-07-09,81
2018-07-10,77
2018-07-11,72
2018-07-12,83
2018-07-13,76
2018-07-14,80
2018-07-15,82
2018-07-16,79
2018-07-17,77
2018-07-18,70
2018-07-19,85
2018-07-20,78
2018-07-21,85
2018-07-22,86
2018-07-23,82
2018-07-24,76
2018-07-25,68
2018-07-26,85
2018-07-27,78
2018-07-28,79
2018-07-29,81
2018-07-30,75
2018-07-31,73
2018-08-01,69
2018-08-02,72
2018-08-03,68
2018-08-04,67
2018-08-05,75
2018-08-06,69
2018-08-07,66
2018-08-08,67
2018-08-09,63
2018-08-10,63
2018-08-11,67
2018-08-12,70
2018-08-13,68
2018-08-14,67
2018-08-15,61
2018-08-16,57
2018-08-17,65
2018-08-18,69
2018-08-19,71
2018-08-20,70
2018-08-21,72
2018-08-22,65
2018-08-23,68
2018-08-24,66
2018-08-25,66
2018-08-26,68
2018-08-27,65
2018-08-28,62
2018-08-29,60
2018-08-30,68
2018-08-31,66
2018-09-01,69
2018-09-02,67
2018-09-03,74
2018-09-04,68
2018-09-05,62
2018-09-06,60
2018-09-07,65
2018-09-08,69
2018-09-09,63
2018-09-10,60
2018-09-11,58
2018-09-12,49
2018-09-13,55
2018-09-14,60
2018-09-15,63
2018-09-16,65
2018-09-17,57
2018-09-18,57
2018-09-19,56
2018-09-20,46
2018-09-21,54
2018-09-22,60
2018-09-23,59
2018-09-24,57
2018-09-25,54
2018-09-26,49
2018-09-27,46
2018-09-28,51
2018-09-29,61
2018-09-30,53
2018-10-01,46
2018-10-02,47
2018-10-03,53
2018-10-04,39
2018-10-05,47
2018-10-06,56
2018-10-07,54
2018-10-08,48
2018-10-09,45
2018-10-10,43
2018-10-11,48
2018-10-12,54
2018-10-13,67
2018-10-14,62
2018-10-15,55
2018-10-16,50
2018-10-17,42
2018-10-18,47
2018-10-19,46
2018-10-20,56
2018-10-21,57
2018-10-22,49
2018-10-23,55
2018-10-24,47
2018-10-25,53
2018-10-26,44
2018-10-27,52
2018-10-28,59
2018-10-29,48
2018-10-30,51
2018-10-31,44
2018-11-01,50
2018-11-02,50
2018-11-03,52
2018-11-04,55
2018-11-05,50
2018-11-06,47
2018-11-07,40
2018-11-08,47
2018-11-09,53
2018-11-10,51
2018-11-11,57
2018-11-12,54
2018-11-13,50
2018-11-14,46
2018-11-15,49
2018-11-16,55
2018-11-17,53
2018-11-18,53
2018-11-19,48
2018-11-20,50
2018-11-21,46
2018-11-22,52
2018-11-23,53
2018-11-24,58
2018-11-25,57
2018-11-26,54
2018-11-27,52
2018-11-28,46
2018-11-29,45
2018-11-30,52
2018-12-01,54
2018-12-02,65
2018-12-03,58
2018-12-04,56
2018-12-05,49
2018-12-06,52
2018-12-07,55
2018-12-08,55
2018-12-09,55
2018-12-10,50
2018-12-11,55
2018-12-12,44
2018-12-13,52
2018-12-14,44
2018-12-15,47
2018-12-16,56
2018-12-17,52
2018-12-18,57
2018-12-19,45
2018-12-20,51
2018-12-21,54
2018-12-22,53
2018-12-23,58
2018-12-24,51
2018-12-25,52
2018-12-26,49
2018-12-27,60
2018-12-28,58
2018-12-29,61
2018-12-30,66
2018-12-31,57
2019-01-01,52
2019-01-02,53
2019-01-03,60
2019-01-04,65
2019-01-05,59
2019-01-06,70
2019-01-07,56
2019-01-08,50
2019-01-09,48
2019-01-10,57
2019-01-11,53
2019-01-12,52
2019-01-13,61
2019-01-14,48
2019-01-15,49
2019-01-16,40
2019-01-17,47
2019-01-18,49
2019-01-19,52
2019-01-20,58
2019-01-21,54
2019-01-22,49
2019-01-23,42
2019-01-24,51
2019-01-25,52
2019-01-26,54
2019-01-27,60
2019-01-28,47
2019-01-29,44
2019-01-30,37
2019-01-31,48
2019-02-01,47
2019-02-02,50
2019-02-03,52
2019-02-04,49
2019-02-05,50
2019-02-06,48
2019-02-07,46
2019-02-08,45
2019-02-09,56
2019-02-10,49
2019-02-11,44
2019-02-12,46
2019-02-13,41
2019-02-14,47
2019-02-15,44
2019-02-16,50
2019-02-17,57
2019-02-18,56
2019-02-19,51
2019-02-20,47
2019-02-21,52
2019-02-22,53
2019-02-23,56
2019-02-24,58
2019-02-25,48
2019-02-26,50
2019-02-27,43
2019-02-28,50
2019-03-01,50
2019-03-02,55
2019-03-03,55
2019-03-04,48
2019-03-05,48
2019-03-06,44
2019-03-07,52
2019-03-08,49
2019-03-09,12
2019-03-10,1
2019-03-11,0
2019-03-12,0
2019-03-13,25
2019-03-14,47
2019-03-15,46
2019-03-16,47
2019-03-17,54
2019-03-18,47
2019-03-19,46
2019-03-20,35
2019-03-21,47
2019-03-22,46
2019-03-23,49
2019-03-24,58
2019-03-25,50
2019-03-26,48
2019-03-27,42
2019-03-28,50
2019-03-29,53
2019-03-30,55
2019-03-31,58
2019-04-01,53
2019-04-02,57
2019-04-03,57
2019-04-04,52
2019-04-05,51
2019-04-06,59
2019-04-07,61
2019-04-08,50
2019-04-09,49
2019-04-10,53
2019-04-11,45
2019-04-12,53
2019-04-13,59
2019-04-14,64
2019-04-15,52
2019-04-16,53
2019-04-17,50
2019-04-18,56
2019-04-19,58
