Time,Playercount
2017-12-14,71
2017-12-15,79
2017-12-16,87
2017-12-17,102
2017-12-18,75
2017-12-19,66
2017-12-20,63
2017-12-21,63
2017-12-22,75
2017-12-23,96
2017-12-24,88
2017-12-25,80
2017-12-26,81
2017-12-27,89
2017-12-28,88
2017-12-29,94
2017-12-30,98
2017-12-31,94
2018-01-01,99
2018-01-02,97
2018-01-03,82
2018-01-04,83
2018-01-05,80
2018-01-06,97
2018-01-07,98
2018-01-08,78
2018-01-09,82
2018-01-10,69
2018-01-11,62
2018-01-12,71
2018-01-13,93
2018-01-14,97
2018-01-15,81
2018-01-16,75
2018-01-17,75
2018-01-18,79
2018-01-19,72
2018-01-20,94
2018-01-21,103
2018-01-22,73
2018-01-23,75
2018-01-24,79
2018-01-25,74
2018-01-26,80
2018-01-27,95
2018-01-28,100
2018-01-29,77
2018-01-30,74
2018-01-31,73
2018-02-01,73
2018-02-02,80
2018-02-03,97
2018-02-04,103
2018-02-05,75
2018-02-06,74
2018-02-07,73
2018-02-08,77
2018-02-09,81
2018-02-10,87
2018-02-12,79
2018-02-13,74
2018-02-14,74
2018-02-15,68
2018-02-16,79
2018-02-17,104
2018-02-18,100
2018-02-19,85
2018-02-20,80
2018-02-21,74
2018-02-22,73
2018-02-23,76
2018-02-24,102
2018-02-25,104
2018-02-26,70
2018-02-27,76
2018-02-28,81
2018-03-01,80
2018-03-02,81
2018-03-03,105
2018-03-04,109
2018-03-05,77
2018-03-06,69
2018-03-07,70
2018-03-08,71
2018-03-09,79
2018-03-10,98
2018-03-11,95
2018-03-12,71
2018-03-13,64
2018-03-14,68
2018-03-15,68
2018-03-16,75
2018-03-17,97
2018-03-18,98
2018-03-19,73
2018-03-20,73
2018-03-21,73
2018-03-22,70
2018-03-23,71
2018-03-24,95
2018-03-25,102
2018-03-26,76
2018-03-27,76
2018-03-28,75
2018-03-29,79
2018-03-30,84
2018-03-31,98
2018-04-01,101
2018-04-02,95
2018-04-03,76
2018-04-04,73
2018-04-05,72
2018-04-06,78
2018-04-07,94
2018-04-08,100
2018-04-09,77
2018-04-10,70
2018-04-11,70
2018-04-12,64
2018-04-13,69
2018-04-14,87
2018-04-15,99
2018-04-16,74
2018-04-17,73
2018-04-18,73
2018-04-19,71
2018-04-20,71
2018-04-21,88
2018-04-22,86
2018-04-23,67
2018-04-24,62
2018-04-25,70
2018-04-26,68
2018-04-27,73
2018-04-28,92
2018-04-29,97
2018-04-30,74
2018-05-01,69
2018-05-02,71
2018-05-03,61
2018-05-04,70
2018-05-05,81
2018-05-06,91
2018-05-07,75
2018-05-08,62
2018-05-09,67
2018-05-10,69
2018-05-11,66
2018-05-12,86
2018-05-13,86
2018-05-14,71
2018-05-15,66
2018-05-16,68
2018-05-17,63
2018-05-18,69
2018-05-19,95
2018-05-20,101
2018-05-21,74
2018-05-22,74
2018-05-23,67
2018-05-24,68
2018-05-25,70
2018-05-26,80
2018-05-27,91
2018-05-28,81
2018-05-29,71
2018-05-30,71
2018-05-31,68
2018-06-01,67
2018-06-02,94
2018-06-03,87
2018-06-04,70
2018-06-05,64
2018-06-06,63
2018-06-07,67
2018-06-08,73
2018-06-09,86
2018-06-10,84
2018-06-11,68
2018-06-12,66
2018-06-13,62
2018-06-14,68
2018-06-15,66
2018-06-16,82
2018-06-17,82
2018-06-18,69
2018-06-19,67
2018-06-20,70
2018-06-21,64
2018-06-22,74
2018-06-23,83
2018-06-24,101
2018-06-25,76
2018-06-26,79
2018-06-27,77
2018-06-28,71
2018-06-29,67
2018-06-30,91
2018-07-01,97
2018-07-02,85
2018-07-03,77
2018-07-04,82
2018-07-05,80
2018-07-06,77
2018-07-07,77
2018-07-08,92
2018-07-09,76
2018-07-10,69
2018-07-11,61
2018-07-12,67
2018-07-13,75
2018-07-14,85
2018-07-15,95
2018-07-16,79
2018-07-17,77
2018-07-18,72
2018-07-19,69
2018-07-20,68
2018-07-21,89
2018-07-22,89
2018-07-23,82
2018-07-24,82
2018-07-25,78
2018-07-26,72
2018-07-27,70
2018-07-28,87
2018-07-29,94
2018-07-30,81
2018-07-31,71
2018-08-01,74
2018-08-02,70
2018-08-03,71
2018-08-04,87
2018-08-05,91
2018-08-06,70
2018-08-07,66
2018-08-08,65
2018-08-09,66
2018-08-10,68
2018-08-11,79
2018-08-12,87
2018-08-13,67
2018-08-14,60
2018-08-15,61
2018-08-16,59
2018-08-17,66
2018-08-18,79
2018-08-19,91
2018-08-20,73
2018-08-21,68
2018-08-22,68
2018-08-23,72
2018-08-24,73
2018-08-25,95
2018-08-26,102
2018-08-27,80
2018-08-28,71
2018-08-29,69
2018-08-30,77
2018-08-31,78
2018-09-01,96
2018-09-02,88
2018-09-03,83
2018-09-04,80
2018-09-05,70
2018-09-06,72
2018-09-07,81
2018-09-08,103
2018-09-09,101
2018-09-10,71
2018-09-11,66
2018-09-12,67
2018-09-13,66
2018-09-14,69
2018-09-15,94
2018-09-16,107
2018-09-17,77
2018-09-18,69
2018-09-19,65
2018-09-20,70
2018-09-21,76
2018-09-22,96
2018-09-23,102
2018-09-24,85
2018-09-25,83
2018-09-26,82
2018-09-27,86
2018-09-28,100
2018-09-29,142
2018-09-30,153
2018-10-01,121
2018-10-02,102
2018-10-03,98
2018-10-04,90
2018-10-05,92
2018-10-06,120
2018-10-07,126
2018-10-08,97
2018-10-09,87
2018-10-10,83
2018-10-11,79
2018-10-12,84
2018-10-13,107
2018-10-14,115
2018-10-15,80
2018-10-16,76
2018-10-17,77
2018-10-18,77
2018-10-19,87
2018-10-20,107
2018-10-21,110
2018-10-22,83
2018-10-23,83
2018-10-24,73
2018-10-25,82
2018-10-26,84
2018-10-27,110
2018-10-28,106
2018-10-29,81
2018-10-30,80
2018-10-31,75
2018-11-01,90
2018-11-02,81
2018-11-03,109
2018-11-04,113
2018-11-05,86
2018-11-06,79
2018-11-07,75
2018-11-08,73
2018-11-09,79
2018-11-10,104
2018-11-11,106
2018-11-12,84
2018-11-13,80
2018-11-14,73
2018-11-15,71
2018-11-16,83
2018-11-17,103
