Time,Playercount
2017-12-14,39
2017-12-15,43
2017-12-16,50
2017-12-17,47
2017-12-18,38
2017-12-19,35
2017-12-20,33
2017-12-21,37
2017-12-22,50
2017-12-23,68
2017-12-24,66
2017-12-25,77
2017-12-26,84
2017-12-27,85
2017-12-28,91
2017-12-29,89
2017-12-30,98
2017-12-31,101
2018-01-01,101
2018-01-02,87
2018-01-03,84
2018-01-04,81
2018-01-05,76
2018-01-06,77
2018-01-07,81
2018-01-08,53
2018-01-09,52
2018-01-10,41
2018-01-11,32
2018-01-12,44
2018-01-13,64
2018-01-14,74
2018-01-15,51
2018-01-16,49
2018-01-17,54
2018-01-18,46
2018-01-19,45
2018-01-20,70
2018-01-21,70
2018-01-22,48
2018-01-23,44
2018-01-24,42
2018-01-25,38
2018-01-26,44
2018-01-27,55
2018-01-28,61
2018-01-29,42
2018-01-30,35
2018-01-31,34
2018-02-01,29
2018-02-02,30
2018-02-03,52
2018-02-04,55
2018-02-05,36
2018-02-06,32
2018-02-07,34
2018-02-08,37
2018-02-09,38
2018-02-10,38
2018-02-11,45
2018-02-12,40
2018-02-13,33
2018-02-14,28
2018-02-15,33
2018-02-16,45
2018-02-17,82
2018-02-18,106
2018-02-19,75
2018-02-20,59
2018-02-21,56
2018-02-22,52
2018-02-23,57
2018-02-24,75
2018-02-25,85
2018-02-26,55
2018-02-27,54
2018-02-28,51
2018-03-01,47
2018-03-02,54
2018-03-03,70
2018-03-04,67
2018-03-05,43
2018-03-06,38
2018-03-07,38
2018-03-08,40
2018-03-09,41
2018-03-10,57
2018-03-11,57
2018-03-12,34
2018-03-13,32
2018-03-14,31
2018-03-15,37
2018-03-16,39
2018-03-17,59
2018-03-18,62
2018-03-19,37
2018-03-20,38
2018-03-21,36
2018-03-22,37
2018-03-23,38
2018-03-24,52
2018-03-25,54
2018-03-26,39
2018-03-27,39
2018-03-28,42
2018-03-29,38
2018-03-30,51
2018-03-31,50
2018-04-01,55
2018-04-02,51
2018-04-03,41
2018-04-04,41
2018-04-05,42
2018-04-06,38
2018-04-07,51
2018-04-08,56
2018-04-09,43
2018-04-10,34
2018-04-11,37
2018-04-12,32
2018-04-13,37
2018-04-14,47
2018-04-15,48
2018-04-16,32
2018-04-17,30
2018-04-18,29
2018-04-19,30
2018-04-20,30
2018-04-21,38
2018-04-22,38
2018-04-23,27
2018-04-24,23
2018-04-25,25
2018-04-26,25
2018-04-27,28
2018-04-28,34
2018-04-29,43
2018-04-30,38
2018-05-01,40
2018-05-02,31
2018-05-03,28
2018-05-04,27
2018-05-05,35
2018-05-06,37
2018-05-07,23
2018-05-08,24
2018-05-09,29
2018-05-10,32
2018-05-11,32
2018-05-12,32
2018-05-13,34
2018-05-14,23
2018-05-15,24
2018-05-16,25
2018-05-17,26
2018-05-18,31
2018-05-19,34
2018-05-20,39
2018-05-21,38
2018-05-22,31
2018-05-23,29
2018-05-24,30
2018-05-25,32
2018-05-26,41
2018-05-27,41
2018-05-28,30
2018-05-29,26
2018-05-30,25
2018-05-31,30
2018-06-01,27
2018-06-02,40
2018-06-03,40
2018-06-04,26
2018-06-05,27
2018-06-06,23
2018-06-07,27
2018-06-08,26
2018-06-09,37
2018-06-10,41
2018-06-11,29
2018-06-12,31
2018-06-13,29
2018-06-14,28
2018-06-15,28
2018-06-16,32
2018-06-17,34
2018-06-18,27
2018-06-19,23
2018-06-20,22
2018-06-21,21
2018-06-22,39
2018-06-23,58
2018-06-24,68
2018-06-25,46
2018-06-26,44
2018-06-27,43
2018-06-28,41
2018-06-29,45
2018-06-30,54
2018-07-01,63
2018-07-02,50
2018-07-03,45
2018-07-04,49
2018-07-05,43
2018-07-06,48
