Time,Playercount
2017-12-14,105
2017-12-15,111
2017-12-16,165
2017-12-17,172
2017-12-18,120
2017-12-19,115
2017-12-20,107
2017-12-21,110
2017-12-22,138
2017-12-23,172
2017-12-24,231
2017-12-25,229
2017-12-26,265
2017-12-27,289
2017-12-28,269
2017-12-29,256
2017-12-30,250
2017-12-31,266
2018-01-01,265
2018-01-02,257
2018-01-03,253
2018-01-04,257
2018-01-05,258
2018-01-06,324
2018-01-07,331
2018-01-08,244
2018-01-09,210
2018-01-10,240
2018-01-11,238
2018-01-12,260
2018-01-13,434
2018-01-14,457
2018-01-15,393
2018-01-16,310
2018-01-17,298
2018-01-18,266
2018-01-19,287
2018-01-20,419
2018-01-21,432
2018-01-22,284
2018-01-23,267
2018-01-24,265
2018-01-25,246
2018-01-26,271
2018-01-27,388
2018-01-28,376
2018-01-29,242
2018-01-30,221
2018-01-31,219
2018-02-01,245
2018-02-02,243
2018-02-03,357
2018-02-04,360
2018-02-05,226
2018-02-06,201
2018-02-07,228
2018-02-08,219
2018-02-09,214
2018-02-12,248
2018-02-13,225
2018-02-14,226
2018-02-15,221
2018-02-16,241
2018-02-17,321
2018-02-18,309
2018-02-19,266
2018-02-20,200
2018-02-21,179
2018-02-22,181
2018-02-23,200
2018-02-24,280
2018-02-25,281
2018-02-26,199
2018-02-27,179
2018-02-28,170
2018-03-01,174
2018-03-02,198
2018-03-03,261
2018-03-04,270
2018-03-05,171
2018-03-06,149
2018-03-07,163
2018-03-08,177
2018-03-09,186
2018-03-10,265
2018-03-11,272
2018-03-12,176
2018-03-13,168
2018-03-14,172
2018-03-15,156
2018-03-16,173
2018-03-17,250
2018-03-18,247
2018-03-19,160
2018-03-20,151
2018-03-21,166
2018-03-22,158
2018-03-23,170
2018-03-24,243
2018-03-25,242
2018-03-26,179
2018-03-27,181
2018-03-28,181
2018-03-29,190
2018-03-30,223
2018-03-31,244
2018-04-01,231
2018-04-02,196
2018-04-03,188
2018-04-04,179
2018-04-05,173
2018-04-06,191
2018-04-07,238
2018-04-08,244
2018-04-09,160
2018-04-10,139
2018-04-11,138
2018-04-12,142
2018-04-13,151
2018-04-14,232
2018-04-15,247
2018-04-16,158
2018-04-17,147
2018-04-18,143
2018-04-19,139
2018-04-20,133
2018-04-21,212
2018-04-22,211
2018-04-23,141
2018-04-24,133
2018-04-25,126
2018-04-26,130
2018-04-27,133
2018-04-28,187
2018-04-29,197
2018-04-30,147
