Time,Playercount
2017-12-14,73
2017-12-15,83
2017-12-16,111
2017-12-17,100
2017-12-18,72
2017-12-19,69
2017-12-20,72
2017-12-21,82
2017-12-22,119
2017-12-23,181
2017-12-24,178
2017-12-25,195
2017-12-26,203
2017-12-27,214
2017-12-28,214
2017-12-29,219
2017-12-30,222
2017-12-31,228
2018-01-01,261
2018-01-02,357
2018-01-03,283
2018-01-04,244
2018-01-05,213
2018-01-06,218
2018-01-07,202
2018-01-08,129
2018-01-09,116
2018-01-10,107
2018-01-11,81
2018-01-12,110
2018-01-13,147
2018-01-14,138
2018-01-15,102
2018-01-16,89
2018-01-17,84
2018-01-18,60
2018-01-19,91
2018-01-20,125
2018-01-21,122
2018-01-22,80
2018-01-23,73
2018-01-24,69
2018-01-25,78
2018-01-26,84
2018-01-27,112
2018-01-28,116
2018-01-29,75
2018-01-30,71
2018-01-31,76
2018-02-01,72
2018-02-02,60
2018-02-03,104
2018-02-04,109
2018-02-05,62
2018-02-06,63
2018-02-07,70
2018-02-08,65
2018-02-09,51
2018-02-12,63
2018-02-13,63
2018-02-14,65
2018-02-15,66
2018-02-16,102
2018-02-17,153
2018-02-18,171
2018-02-19,134
2018-02-20,112
2018-02-21,85
2018-02-22,91
2018-02-23,98
2018-02-24,118
2018-02-25,116
2018-02-26,69
2018-02-27,72
2018-02-28,80
2018-03-01,73
2018-03-02,79
2018-03-03,112
2018-03-04,108
2018-03-05,69
2018-03-06,58
2018-03-07,60
2018-03-08,64
2018-03-09,76
2018-03-10,100
2018-03-11,102
2018-03-12,65
2018-03-13,64
2018-03-14,57
2018-03-15,61
2018-03-16,75
2018-03-17,104
2018-03-18,107
2018-03-19,67
2018-03-20,68
2018-03-21,62
2018-03-22,58
2018-03-23,65
2018-03-24,92
2018-03-25,91
2018-03-26,57
2018-03-27,55
2018-03-28,60
2018-03-29,65
2018-03-30,78
2018-03-31,89
2018-04-01,98
2018-04-02,82
2018-04-03,60
2018-04-04,53
2018-04-05,56
2018-04-06,59
2018-04-07,83
2018-04-08,84
2018-04-09,59
2018-04-10,54
2018-04-11,56
2018-04-12,111
2018-04-13,175
2018-04-14,212
2018-04-15,170
2018-04-16,108
2018-04-17,95
2018-04-18,83
2018-04-19,67
2018-04-20,79
2018-04-21,101
2018-04-22,102
2018-04-23,69
2018-04-24,61
2018-04-25,69
2018-04-26,66
2018-04-27,69
2018-04-28,100
2018-04-29,109
2018-04-30,91
2018-05-01,100
2018-05-02,73
2018-05-03,65
2018-05-04,78
2018-05-05,95
2018-05-06,92
2018-05-07,75
2018-05-08,73
2018-05-09,67
2018-05-10,74
2018-05-11,69
2018-05-12,92
2018-05-13,88
2018-05-14,52
2018-05-15,57
2018-05-16,62
2018-05-17,55
2018-05-18,72
2018-05-19,89
2018-05-20,87
2018-05-21,80
2018-05-22,67
2018-05-23,59
2018-05-24,62
2018-05-25,62
2018-05-26,78
2018-05-27,88
2018-05-28,68
2018-05-29,66
2018-05-30,66
2018-05-31,64
2018-06-01,74
2018-06-02,77
2018-06-03,78
2018-06-04,61
2018-06-05,54
2018-06-06,56
2018-06-07,51
2018-06-08,60
2018-06-09,78
2018-06-10,85
2018-06-11,65
2018-06-12,57
2018-06-13,50
2018-06-14,52
2018-06-15,54
2018-06-16,65
2018-06-17,70
2018-06-18,47
2018-06-19,54
2018-06-20,52
2018-06-21,57
2018-06-22,114
2018-06-23,135
2018-06-24,168
2018-06-25,165
2018-06-26,140
2018-06-27,126
2018-06-28,115
2018-06-29,132
2018-06-30,152
2018-07-01,160
2018-07-02,131
2018-07-03,119
2018-07-04,130
2018-07-05,129
2018-07-06,112
2018-07-07,114
2018-07-08,125
2018-07-09,93
2018-07-10,79
2018-07-11,75
2018-07-12,81
2018-07-13,76
2018-07-14,94
2018-07-15,97
2018-07-16,76
2018-07-17,72
2018-07-18,76
2018-07-19,71
2018-07-20,71
2018-07-21,89
2018-07-22,88
2018-07-23,62
2018-07-24,62
2018-07-25,66
2018-07-26,61
2018-07-27,66
2018-07-28,74
2018-07-29,83
2018-07-30,64
2018-07-31,61
2018-08-01,60
2018-08-02,63
2018-08-03,66
2018-08-04,89
2018-08-05,87
2018-08-06,63
2018-08-07,61
2018-08-08,60
2018-08-09,57
2018-08-10,61
2018-08-11,75
2018-08-12,69
2018-08-13,60
2018-08-14,74
2018-08-15,140
2018-08-16,156
2018-08-17,148
2018-08-18,132
2018-08-19,124
2018-08-20,93
2018-08-21,89
2018-08-22,84
2018-08-23,81
2018-08-24,78
2018-08-25,97
2018-08-26,105
2018-08-27,73
2018-08-28,64
2018-08-29,70
2018-08-30,66
2018-08-31,74
2018-09-01,88
2018-09-02,85
2018-09-03,66
2018-09-04,61
2018-09-05,51
2018-09-06,51
2018-09-07,65
2018-09-08,82
2018-09-09,82
2018-09-10,54
2018-09-11,54
2018-09-12,49
2018-09-13,60
2018-09-14,59
2018-09-15,72
2018-09-16,79
2018-09-17,51
2018-09-18,54
2018-09-19,54
2018-09-20,50
2018-09-21,60
2018-09-22,82
2018-09-23,91
2018-09-24,64
2018-09-25,61
2018-09-26,58
2018-09-27,54
2018-09-28,64
2018-09-29,87
2018-09-30,91
2018-10-01,60
2018-10-02,184
2018-10-03,207
2018-10-04,198
2018-10-05,186
2018-10-06,221
2018-10-07,251
2018-10-08,187
2018-10-09,133
2018-10-10,116
2018-10-11,102
2018-10-12,105
2018-10-13,133
2018-10-14,123
2018-10-15,79
2018-10-16,64
2018-10-17,68
2018-10-18,66
2018-10-19,79
2018-10-20,100
2018-10-21,99
2018-10-22,70
2018-10-23,69
2018-10-24,65
2018-10-25,64
2018-10-26,70
2018-10-27,92
2018-10-28,100
2018-10-29,62
2018-10-30,80
2018-10-31,90
2018-11-01,108
2018-11-02,98
2018-11-03,113
2018-11-04,116
2018-11-05,75
2018-11-06,62
2018-11-07,69
2018-11-08,61
2018-11-09,66
2018-11-10,94
2018-11-11,95
2018-11-12,68
2018-11-13,59
2018-11-14,57
2018-11-15,56
2018-11-16,64
2018-11-17,90
2018-11-18,92
2018-11-19,61
2018-11-20,59
2018-11-21,64
2018-11-22,76
2018-11-23,99
2018-11-24,145
2018-11-25,151
2018-11-26,104
2018-11-27,122
2018-11-28,329
2018-11-29,397
2018-11-30,458
2018-12-01,390
2018-12-02,319
2018-12-03,184
2018-12-04,165
2018-12-05,180
2018-12-06,175
2018-12-07,161
2018-12-08,200
2018-12-09,190
2018-12-10,130
2018-12-11,120
2018-12-12,104
2018-12-13,108
2018-12-14,109
2018-12-15,147
2018-12-16,163
2018-12-17,104
2018-12-18,97
2018-12-19,97
2018-12-20,98
2018-12-21,143
2018-12-22,248
2018-12-23,263
2018-12-24,211
2018-12-25,229
2018-12-26,234
2018-12-27,220
2018-12-28,216
2018-12-29,232
2018-12-30,239
2018-12-31,215
2019-01-01,226
2019-01-02,179
2019-01-03,169
2019-01-04,167
2019-01-05,182
