Time,Playercount
2017-12-18,122
2017-12-19,118
2017-12-20,111
2017-12-21,112
2017-12-22,125
2017-12-23,145
2017-12-24,149
2017-12-25,140
2017-12-26,138
2017-12-27,127
2017-12-28,139
2017-12-29,141
2017-12-30,142
2017-12-31,151
2018-01-01,140
2018-01-02,135
2018-01-03,138
2018-01-04,144
2018-01-05,143
2018-01-06,150
2018-01-07,157
2018-01-08,144
2018-01-09,140
2018-01-10,137
2018-01-11,127
2018-01-12,135
2018-01-13,149
2018-01-14,148
2018-01-15,147
2018-01-16,135
2018-01-17,136
2018-01-18,139
2018-01-19,125
2018-01-20,143
2018-01-21,152
2018-01-22,134
2018-01-23,131
2018-01-24,135
2018-01-25,123
2018-01-26,129
2018-01-27,133
2018-01-28,141
2018-01-29,125
2018-01-30,124
2018-01-31,123
2018-02-01,127
2018-02-02,127
2018-02-03,134
2018-02-04,147
2018-02-05,129
2018-02-06,124
2018-02-07,129
2018-02-08,129
2018-02-09,131
2018-02-10,132
2018-02-12,127
2018-02-13,133
2018-02-14,133
2018-02-15,133
2018-02-16,125
2018-02-17,147
2018-02-18,140
2018-02-19,130
2018-02-20,133
2018-02-21,120
2018-02-22,120
2018-02-23,123
2018-02-24,141
2018-02-25,144
2018-02-26,126
2018-02-27,124
2018-02-28,124
2018-03-01,118
2018-03-02,124
2018-03-03,141
2018-03-04,136
2018-03-05,123
2018-03-06,120
2018-03-07,120
2018-03-08,122
2018-03-09,124
2018-03-10,136
2018-03-11,140
2018-03-12,122
2018-03-13,115
2018-03-14,117
2018-03-15,119
2018-03-16,119
2018-03-17,135
2018-03-18,144
2018-03-19,134
2018-03-20,126
2018-03-21,127
2018-03-22,114
2018-03-23,114
2018-03-24,125
2018-03-25,120
2018-03-26,113
2018-03-27,113
2018-03-28,104
2018-03-29,110
2018-03-30,110
2018-03-31,120
2018-04-01,127
2018-04-02,113
2018-04-03,103
2018-04-04,110
2018-04-05,102
2018-04-06,103
2018-04-07,124
2018-04-08,129
2018-04-09,118
2018-04-10,108
2018-04-11,114
2018-04-12,116
2018-04-13,112
2018-04-14,124
2018-04-15,128
2018-04-16,121
2018-04-17,120
2018-04-18,112
2018-04-19,111
2018-04-20,115
2018-04-21,144
2018-04-22,138
2018-04-23,120
2018-04-24,121
2018-04-25,116
2018-04-26,104
2018-04-27,110
2018-04-28,120
2018-04-29,137
2018-04-30,128
2018-05-01,121
2018-05-02,116
2018-05-03,108
2018-05-04,111
2018-05-05,124
2018-05-06,132
2018-05-07,108
2018-05-08,99
2018-05-09,112
2018-05-10,118
2018-05-11,119
2018-05-12,129
2018-05-13,132
2018-05-14,118
2018-05-15,122
2018-05-16,119
2018-05-17,112
2018-05-18,103
2018-05-19,106
2018-05-20,111
2018-05-21,105
2018-05-22,105
2018-05-23,106
2018-05-24,107
2018-05-25,116
2018-05-26,127
2018-05-27,140
2018-05-28,122
2018-05-29,108
2018-05-30,116
2018-05-31,116
2018-06-01,119
2018-06-02,121
2018-06-03,130
2018-06-04,120
2018-06-05,118
2018-06-06,117
2018-06-07,119
2018-06-08,116
2018-06-09,116
2018-06-10,103
2018-06-11,106
2018-06-12,109
2018-06-13,103
2018-06-14,96
2018-06-15,94
2018-06-16,108
2018-06-17,110
2018-06-18,99
2018-06-19,94
2018-06-20,93
2018-06-21,95
2018-06-22,98
2018-06-23,100
2018-06-24,119
2018-06-25,96
2018-06-26,103
2018-06-27,112
2018-06-28,99
2018-06-29,113
2018-06-30,119
2018-07-01,121
2018-07-02,117
2018-07-03,104
2018-07-04,105
2018-07-05,106
2018-07-06,109
2018-07-07,109
2018-07-08,113
2018-07-09,105
2018-07-10,101
2018-07-11,99
2018-07-12,102
2018-07-13,97
2018-07-14,109
2018-07-15,108
2018-07-16,98
2018-07-17,96
2018-07-18,91
2018-07-19,95
2018-07-20,97
2018-07-21,110
2018-07-22,116
2018-07-23,105
2018-07-24,96
2018-07-25,83
2018-07-26,90
2018-07-27,103
2018-07-28,108
2018-07-29,107
2018-07-30,95
2018-07-31,90
2018-08-01,86
2018-08-02,82
2018-08-03,91
2018-08-04,100
2018-08-05,107
2018-08-06,92
2018-08-07,89
2018-08-08,96
2018-08-09,100
2018-08-10,91
2018-08-11,96
2018-08-12,109
2018-08-13,100
2018-08-14,101
2018-08-15,107
2018-08-16,104
2018-08-17,103
2018-08-18,115
2018-08-19,120
2018-08-20,105
2018-08-21,102
2018-08-22,99
2018-08-23,96
2018-08-24,105
2018-08-25,111
2018-08-26,119
2018-08-27,112
2018-08-28,107
2018-08-29,102
2018-08-30,97
2018-08-31,101
2018-09-01,109
2018-09-02,115
2018-09-03,107
2018-09-04,99
2018-09-05,99
2018-09-06,99
2018-09-07,97
2018-09-08,113
2018-09-09,117
2018-09-10,107
2018-09-11,102
2018-09-12,99
2018-09-13,99
2018-09-14,100
2018-09-15,119
2018-09-16,116
2018-09-17,100
2018-09-18,100
2018-09-19,98
2018-09-20,97
2018-09-21,100
2018-09-22,102
2018-09-23,105
2018-09-24,92
2018-09-25,98
2018-09-26,96
2018-09-27,102
2018-09-28,101
2018-09-29,120
2018-09-30,117
2018-10-01,107
2018-10-02,109
2018-10-03,108
2018-10-04,104
2018-10-05,99
2018-10-06,103
2018-10-07,106
2018-10-08,102
2018-10-09,103
2018-10-10,110
2018-10-11,106
2018-10-12,99
2018-10-13,112
2018-10-14,120
2018-10-15,112
2018-10-16,111
2018-10-17,118
2018-10-18,115
2018-10-19,108
2018-10-20,130
2018-10-21,126
2018-10-22,112
2018-10-23,106
2018-10-24,101
2018-10-25,95
2018-10-26,99
2018-10-27,120
2018-10-28,122
2018-10-29,107
2018-10-30,108
2018-10-31,102
2018-11-01,114
2018-11-02,106
2018-11-03,127
2018-11-04,132
2018-11-05,111
2018-11-06,107
2018-11-07,112
2018-11-08,117
2018-11-09,107
2018-11-10,124
2018-11-11,124
2018-11-12,115
2018-11-13,116
2018-11-14,109
2018-11-15,106
2018-11-16,103
2018-11-17,120
2018-11-18,130
2018-11-19,116
2018-11-20,108
2018-11-21,113
2018-11-22,117
2018-11-23,116
2018-11-24,129
2018-11-25,143
2018-11-26,123
2018-11-27,118
2018-11-28,103
2018-11-29,108
2018-11-30,123
2018-12-01,133
2018-12-02,134
2018-12-03,114
2018-12-04,114
2018-12-05,118
2018-12-06,117
2018-12-07,114
2018-12-08,125
2018-12-09,126
2018-12-10,121
2018-12-11,103
2018-12-12,110
2018-12-13,113
2018-12-14,116
2018-12-15,121
2018-12-16,124
2018-12-17,114
2018-12-18,107
2018-12-19,99
2018-12-20,104
2018-12-21,99
2018-12-22,120
2018-12-23,121
2018-12-24,113
2018-12-25,104
2018-12-26,108
2018-12-27,117
2018-12-28,119
2018-12-29,132
2018-12-30,138
2018-12-31,136
2019-01-01,133
2019-01-02,132
2019-01-03,125
2019-01-04,129
2019-01-05,147
2019-01-06,128
2019-01-07,129
2019-01-08,130
2019-01-09,123
2019-01-10,122
2019-01-11,131
2019-01-12,132
2019-01-13,134
2019-01-14,123
2019-01-15,119
2019-01-16,120
2019-01-17,116
2019-01-18,113
2019-01-19,128
2019-01-20,132
2019-01-21,126
2019-01-22,125
2019-01-23,129
2019-01-24,128
2019-01-25,128
2019-01-26,144
2019-01-27,136
2019-01-28,118
2019-01-29,121
2019-01-30,117
2019-01-31,112
2019-02-01,115
2019-02-02,116
2019-02-03,113
2019-02-04,109
2019-02-05,108
2019-02-06,111
2019-02-07,111
2019-02-08,106
2019-02-09,122
2019-02-10,128
2019-02-11,130
2019-02-12,115
2019-02-13,125
2019-02-14,127
2019-02-15,123
2019-02-16,131
2019-02-17,125
2019-02-18,120
2019-02-19,118
2019-02-20,121
2019-02-21,118
2019-02-22,116
2019-02-23,137
2019-02-24,135
2019-02-25,111
2019-02-26,115
2019-02-27,115
2019-02-28,115
2019-03-01,126
2019-03-02,124
2019-03-03,130
2019-03-04,118
2019-03-05,118
2019-03-06,110
2019-03-07,107
2019-03-08,112
2019-03-09,127
2019-03-10,125
2019-03-11,109
2019-03-12,113
2019-03-13,112
2019-03-14,108
2019-03-15,112
2019-03-16,133
2019-03-17,142
2019-03-18,112
2019-03-19,112
2019-03-20,86
2019-03-21,94
2019-03-22,100
2019-03-23,129
2019-03-24,131
2019-03-25,120
2019-03-26,114
2019-03-27,107
2019-03-28,111
2019-03-29,119
2019-03-30,133
2019-03-31,132
2019-04-01,109
2019-04-02,103
2019-04-03,104
2019-04-04,101
2019-04-05,107
2019-04-06,120
2019-04-07,127
2019-04-08,116
2019-04-09,113
2019-04-10,120
2019-04-11,122
2019-04-12,121
2019-04-13,131
2019-04-14,127
2019-04-15,125
2019-04-16,128
2019-04-17,120
2019-04-18,102
2019-04-19,104
2019-04-20,110
2019-04-21,116
2019-04-22,116
2019-04-23,113
2019-04-24,112
2019-04-25,107
2019-04-26,109
2019-04-27,121
2019-04-28,115
2019-04-29,101
2019-04-30,106
2019-05-01,110
2019-05-02,101
2019-05-03,105
