Time,Playercount
2017-12-14,639
2017-12-15,727
2017-12-16,991
2017-12-17,1000
2017-12-18,797
2017-12-19,807
2017-12-20,811
2017-12-21,861
2017-12-22,1445
2017-12-23,2271
2017-12-24,2249
2017-12-25,2232
2017-12-26,2355
2017-12-27,2356
2017-12-28,2348
2017-12-29,2317
2017-12-30,2551
2017-12-31,3057
2018-01-01,3041
2018-01-02,2820
2018-01-03,2723
2018-01-04,2689
2018-01-05,2617
2018-01-06,2909
2018-01-07,2754
2018-01-08,2080
2018-01-09,1949
2018-01-10,1780
2018-01-11,1747
2018-01-12,1799
2018-01-13,2287
2018-01-14,2225
2018-01-15,1745
2018-01-16,1560
2018-01-17,1478
2018-01-18,1389
2018-01-19,1380
2018-01-20,1694
2018-01-21,1720
2018-01-22,1275
2018-01-23,1193
2018-01-24,1118
2018-01-25,1104
2018-01-26,1149
2018-01-27,1377
2018-01-28,1355
2018-01-29,1015
2018-01-30,948
2018-01-31,940
2018-02-01,904
2018-02-02,910
2018-02-03,1229
2018-02-04,1222
2018-02-05,903
2018-02-06,867
2018-02-07,837
2018-02-08,814
2018-02-09,829
2018-02-10,854
2018-02-11,941
2018-02-12,854
2018-02-13,826
2018-02-14,798
2018-02-15,797
2018-02-16,919
2018-02-17,1173
2018-02-18,1204
2018-02-19,1090
2018-02-20,1006
2018-02-21,949
2018-02-22,883
2018-02-23,894
2018-02-24,1031
2018-02-25,1022
2018-02-26,762
2018-02-27,742
2018-02-28,788
2018-03-01,830
2018-03-02,931
2018-03-03,1139
2018-03-04,1148
2018-03-05,875
2018-03-06,987
2018-03-07,2059
2018-03-08,2606
2018-03-09,2553
2018-03-10,2706
2018-03-11,2436
2018-03-12,1704
2018-03-13,1552
2018-03-14,1446
2018-03-15,1366
2018-03-16,1405
2018-03-17,1706
2018-03-18,1671
2018-03-19,1229
2018-03-20,1201
2018-03-21,1199
2018-03-22,1173
2018-03-23,1192
2018-03-24,1517
2018-03-25,1478
2018-03-26,1104
2018-03-27,1077
2018-03-28,1045
2018-03-29,1070
2018-03-30,1220
2018-03-31,1339
2018-04-01,1319
2018-04-02,1122
2018-04-03,984
2018-04-04,993
2018-04-05,1058
2018-04-06,1066
2018-04-07,1212
2018-04-08,1191
2018-04-09,918
2018-04-10,949
2018-04-11,947
2018-04-12,992
2018-04-13,1079
2018-04-14,1365
2018-04-15,1435
2018-04-16,1103
2018-04-17,1081
2018-04-18,1098
2018-04-19,1075
2018-04-20,1107
2018-04-21,1374
2018-04-22,1352
2018-04-23,998
2018-04-24,959
2018-04-25,934
2018-04-26,907
2018-04-27,880
2018-04-28,1062
2018-04-29,1187
2018-04-30,1010
2018-05-01,1009
2018-05-02,839
2018-05-03,808
2018-05-04,847
2018-05-05,1061
2018-05-06,1094
2018-05-07,819
2018-05-08,773
2018-05-09,938
2018-05-10,1332
2018-05-11,1339
2018-05-12,1678
2018-05-13,1671
2018-05-14,1217
2018-05-15,1176
2018-05-16,1151
2018-05-17,1138
2018-05-18,1175
2018-05-19,1499
2018-05-20,1570
2018-05-21,1245
2018-05-22,1196
2018-05-23,1159
2018-05-24,1096
2018-05-25,1107
2018-05-26,1331
2018-05-27,1338
2018-05-28,1095
2018-05-29,984
2018-05-30,983
2018-05-31,1002
2018-06-01,959
2018-06-02,1189
2018-06-03,1235
2018-06-04,960
2018-06-05,1001
2018-06-06,1706
2018-06-07,2046
2018-06-08,2198
2018-06-09,2275
2018-06-10,2118
2018-06-11,1588
2018-06-12,1445
2018-06-13,1344
2018-06-14,1261
2018-06-15,1259
2018-06-16,1419
2018-06-17,1434
2018-06-18,1216
2018-06-19,1116
2018-06-20,1086
2018-06-21,1168
2018-06-22,2366
2018-06-23,3001
2018-06-24,3019
2018-06-25,2435
2018-06-26,2400
2018-06-27,2376
2018-06-28,2276
2018-06-29,2310
2018-06-30,2664
2018-07-01,2695
2018-07-02,2279
2018-07-03,2217
2018-07-04,2320
2018-07-05,2297
2018-07-06,2292
2018-07-07,2444
2018-07-08,2366
2018-07-09,1907
2018-07-10,1819
2018-07-11,1794
2018-07-12,1744
2018-07-13,1703
2018-07-14,1967
2018-07-15,1984
2018-07-16,1685
2018-07-17,1606
2018-07-18,1502
2018-07-19,1438
2018-07-20,1416
2018-07-21,1625
2018-07-22,1610
2018-07-23,1285
2018-07-24,1224
2018-07-25,1148
2018-07-26,1157
2018-07-27,1171
2018-07-28,1394
2018-07-29,1435
2018-07-30,1155
2018-07-31,1125
2018-08-01,1116
2018-08-02,1150
2018-08-03,1270
2018-08-04,1684
2018-08-05,1804
2018-08-06,1767
2018-08-07,5383
2018-08-08,7689
2018-08-09,7570
2018-08-10,6823
2018-08-11,8016
2018-08-12,8350
2018-08-13,6765
2018-08-14,5947
2018-08-15,5522
2018-08-16,4996
2018-08-17,4892
2018-08-18,5754
2018-08-19,5831
2018-08-20,4562
2018-08-21,4256
2018-08-22,3947
2018-08-23,3810
2018-08-24,3785
2018-08-25,4438
2018-08-26,4511
2018-08-27,3509
2018-08-28,3271
2018-08-29,3170
2018-08-30,3116
2018-08-31,3085
2018-09-01,3596
2018-09-02,3565
2018-09-03,2992
2018-09-04,2624
2018-09-05,2366
2018-09-06,2243
2018-09-07,2326
2018-09-08,2861
2018-09-09,2864
2018-09-10,2027
2018-09-11,1913
2018-09-12,1815
2018-09-13,1789
2018-09-14,1858
2018-09-15,2446
2018-09-16,2479
2018-09-17,1761
2018-09-18,1730
2018-09-19,1678
2018-09-20,1582
2018-09-21,1697
2018-09-22,2160
2018-09-23,2256
2018-09-24,1677
2018-09-25,1476
2018-09-26,1442
2018-09-27,1428
2018-09-28,1514
2018-09-29,1841
2018-09-30,1945
2018-10-01,1530
2018-10-02,1441
2018-10-03,1452
2018-10-04,1348
2018-10-05,1839
2018-10-06,2557
2018-10-07,2835
2018-10-08,2249
2018-10-09,1913
2018-10-10,1687
2018-10-11,1593
2018-10-12,1684
2018-10-13,2035
2018-10-14,1955
2018-10-15,1348
2018-10-16,1274
2018-10-17,1227
2018-10-18,1199
2018-10-19,1298
2018-10-20,1660
2018-10-21,1632
2018-10-22,1159
2018-10-23,1154
2018-10-24,1153
2018-10-25,1158
2018-10-26,1204
2018-10-27,1538
2018-10-28,1528
2018-10-29,1094
2018-10-30,1138
2018-10-31,1194
2018-11-01,1298
2018-11-02,1337
2018-11-03,1526
2018-11-04,1476
2018-11-05,1053
2018-11-06,983
2018-11-07,958
2018-11-08,921
2018-11-09,1014
2018-11-10,1357
2018-11-11,1346
2018-11-12,1007
2018-11-13,952
2018-11-14,937
2018-11-15,954
2018-11-16,1014
2018-11-17,1296
2018-11-18,1276
2018-11-19,933
2018-11-20,857
2018-11-21,914
2018-11-22,1169
2018-11-23,1300
2018-11-24,1589
2018-11-25,1591
2018-11-26,1150
2018-11-27,1108
2018-11-28,1073
2018-11-29,1016
2018-11-30,1078
2018-12-01,1330
2018-12-02,1335
2018-12-03,951
2018-12-04,914
2018-12-05,888
2018-12-06,899
2018-12-07,1151
2018-12-08,1730
2018-12-09,1884
2018-12-10,1475
2018-12-11,1385
2018-12-12,1292
2018-12-13,1250
2018-12-14,1255
2018-12-15,1648
2018-12-16,1683
2018-12-17,1308
2018-12-18,1282
2018-12-19,1294
2018-12-20,1294
2018-12-21,1560
2018-12-22,2113
2018-12-23,2746
2018-12-24,2597
2018-12-25,2737
2018-12-26,2802
2018-12-27,2779
2018-12-28,2800
2018-12-29,2968
2018-12-30,3119
2018-12-31,3269
2019-01-01,3173
2019-01-02,2830
2019-01-03,2763
2019-01-04,2692
2019-01-05,2991
2019-01-06,2780
2019-01-07,2110
2019-01-08,1962
2019-01-09,1836
2019-01-10,1776
2019-01-11,1887
2019-01-12,2341
2019-01-13,2305
2019-01-14,1700
2019-01-15,1621
2019-01-16,1597
2019-01-17,1581
2019-01-18,1603
2019-01-19,1929
2019-01-20,1979
2019-01-21,1539
2019-01-22,1429
2019-01-23,1410
2019-01-24,1337
2019-01-25,1329
2019-01-26,1560
2019-01-27,1606
2019-01-28,1243
2019-01-29,1177
2019-01-30,1167
2019-01-31,1169
2019-02-01,1210
2019-02-02,1440
2019-02-03,1505
2019-02-04,1260
2019-02-05,1334
2019-02-06,1387
2019-02-07,1386
2019-02-08,1456
2019-02-09,1728
2019-02-10,1743
2019-02-11,1377
2019-02-12,1309
2019-02-13,1209
2019-02-14,1119
2019-02-15,1172
2019-02-16,1405
2019-02-17,1399
2019-02-18,1121
2019-02-19,1050
2019-02-20,1016
2019-02-21,1083
2019-02-22,1152
2019-02-23,1484
2019-02-24,1579
2019-02-25,1174
2019-02-26,1216
2019-02-27,1243
2019-02-28,1284
2019-03-01,1431
2019-03-02,1851
2019-03-03,1885
2019-03-04,1430
2019-03-05,1379
2019-03-06,1345
2019-03-07,1314
2019-03-08,1382
2019-03-09,1737
2019-03-10,1751
2019-03-11,1160
2019-03-12,1201
2019-03-13,1250
2019-03-14,1254
2019-03-15,1366
2019-03-16,1769
2019-03-17,1761
2019-03-18,1267
2019-03-19,1241
2019-03-20,1199
2019-03-21,1223
2019-03-22,1257
2019-03-23,1541
2019-03-24,1506
2019-03-25,1098
2019-03-26,1079
2019-03-27,1099
2019-03-28,1638
2019-03-29,3023
2019-03-30,4197
2019-03-31,4443
2019-04-01,3227
2019-04-02,2874
2019-04-03,2772
2019-04-04,2808
2019-04-05,3122
2019-04-06,3472
2019-04-07,3383
2019-04-08,2428
2019-04-09,2306
2019-04-10,2267
2019-04-11,2266
2019-04-12,2381
2019-04-13,2917
2019-04-14,2782
2019-04-15,1944
2019-04-16,1885
2019-04-17,1759
2019-04-18,1788
2019-04-19,2027
2019-04-20,1764
2019-04-21,2205
2019-04-22,1708
2019-04-23,1555
2019-04-24,1471
2019-04-25,1453
2019-04-26,1589
2019-04-27,1916
2019-04-28,1810
2019-04-29,1381
2019-04-30,1532
2019-05-01,1807
2019-05-02,1591
2019-05-03,1588
2019-05-04,1740
2019-05-05,1576
2019-05-06,1289
2019-05-07,1300
2019-05-08,1652
2019-05-09,1754
2019-05-10,1872
2019-05-11,2230
2019-05-12,2166
2019-05-13,1492
2019-05-14,1432
2019-05-15,1404
2019-05-16,1349
2019-05-17,1399
2019-05-18,1752
2019-05-19,1726
2019-05-20,1200
2019-05-21,1190
2019-05-22,1112
2019-05-23,1210
2019-05-24,1368
2019-05-25,1749
2019-05-26,1752
2019-05-27,1388
2019-05-28,1256
2019-05-29,1281
2019-05-30,1352
2019-05-31,1357
2019-06-01,1647
2019-06-02,1629
2019-06-03,1234
2019-06-04,1229
2019-06-05,1239
2019-06-06,1321
2019-06-07,1377
2019-06-08,1518
2019-06-09,1496
2019-06-10,1150
2019-06-11,1102
2019-06-12,1077
2019-06-13,1067
2019-06-14,1150
2019-06-15,1429
2019-06-16,1441
2019-06-17,1169
2019-06-18,1139
2019-06-19,1177
2019-06-20,1409
2019-06-21,1382
2019-06-22,1607
2019-06-23,1595
2019-06-24,1268
2019-06-25,1240
2019-06-26,1584
2019-06-27,1814
2019-06-28,1894
2019-06-29,2158
2019-06-30,2228
2019-07-01,2074
2019-07-02,2136
2019-07-03,2044
2019-07-04,2019
2019-07-05,2089
2019-07-06,2328
2019-07-07,2363
2019-07-08,2032
2019-07-09,2029
2019-07-10,1924
2019-07-11,1848
2019-07-12,1839
2019-07-13,2087
2019-07-14,2079
2019-07-15,1685
2019-07-16,1608
2019-07-17,1566
2019-07-18,1549
2019-07-19,1562
2019-07-20,1765
2019-07-21,1817
2019-07-22,1484
2019-07-23,1444
2019-07-24,1396
2019-07-25,1336
2019-07-26,1323
2019-07-27,1520
2019-07-28,1582
2019-07-29,1309
2019-07-30,1272
2019-07-31,1277
2019-08-01,1246
2019-08-02,1278
2019-08-03,1478
2019-08-04,1534
2019-08-05,1278
2019-08-06,1253
2019-08-07,1198
2019-08-08,1191
2019-08-09,1252
2019-08-10,1453
2019-08-11,1523
2019-08-12,1233
2019-08-13,1453
2019-08-14,2305
2019-08-15,3571
2019-08-16,3499
2019-08-17,3508
2019-08-18,3290
2019-08-19,2586
2019-08-20,2326
2019-08-21,2123
2019-08-22,1981
2019-08-23,1948
2019-08-24,2238
2019-08-25,2286
2019-08-26,1778
2019-08-27,1680
2019-08-28,1667
2019-08-29,1619
2019-08-30,1657
2019-08-31,1949
2019-09-01,1965
2019-09-02,1632
2019-09-03,1428
2019-09-04,1359
2019-09-05,1385
2019-09-06,1452
2019-09-07,1836
2019-09-08,1794
2019-09-09,1292
2019-09-10,1246
2019-09-11,1241
2019-09-12,1301
2019-09-13,1461
2019-09-14,1603
2019-09-15,1554
2019-09-16,1189
2019-09-17,1145
2019-09-18,1126
2019-09-19,1172
2019-09-20,1250
2019-09-21,1609
2019-09-22,1604
2019-09-23,1144
2019-09-24,1097
2019-09-25,1082
2019-09-26,1099
2019-09-27,1180
2019-09-28,1473
2019-09-29,1403
2019-09-30,1205
2019-10-01,1257
2019-10-02,1204
2019-10-03,1191
2019-10-04,1200
2019-10-05,1366
2019-10-06,1396
2019-10-07,1080
2019-10-08,1009
2019-10-09,1050
2019-10-10,1043
2019-10-11,1105
2019-10-12,1392
2019-10-13,1446
2019-10-14,1076
2019-10-15,990
2019-10-16,931
2019-10-17,942
2019-10-18,1025
2019-10-19,1308
2019-10-20,1283
2019-10-21,924
2019-10-22,897
2019-10-23,901
2019-10-24,910
2019-10-25,969
2019-10-26,1206
2019-10-27,1185
2019-10-28,861
2019-10-29,896
2019-10-30,932
2019-10-31,1007
2019-11-01,1156
2019-11-02,1409
2019-11-03,1356
2019-11-04,1011
2019-11-05,967
2019-11-06,1023
2019-11-07,1506
2019-11-08,1769
2019-11-09,2313
2019-11-10,2287
2019-11-11,1696
2019-11-12,1575
2019-11-13,1466
2019-11-14,1409
2019-11-15,1481
2019-11-16,1850
2019-11-17,1765
2019-11-18,1251
2019-11-19,1209
2019-11-20,1212
2019-11-21,1188
2019-11-22,1289
2019-11-23,1644
2019-11-24,1591
2019-11-25,1127
2019-11-26,1123
2019-11-27,1368
2019-11-28,1495
2019-11-29,1627
2019-11-30,2014
2019-12-01,1980
2019-12-02,1447
2019-12-03,1455
2019-12-04,1417
2019-12-05,1495
2019-12-06,1623
2019-12-07,2014
2019-12-08,1942
2019-12-09,1422
2019-12-10,1382
2019-12-11,1304
2019-12-12,1262
2019-12-13,1447
2019-12-14,1931
2019-12-15,1807
2019-12-16,1300
2019-12-17,1283
2019-12-18,1251
2019-12-19,1280
2019-12-20,1539
2019-12-21,2024
2019-12-22,2098
2019-12-23,1845
2019-12-24,2203
2019-12-25,2338
2019-12-26,2359
2019-12-27,2325
2019-12-28,2684
2019-12-29,2660
2019-12-30,2371
2019-12-31,2477
2020-01-01,2485
2020-01-02,2235
2020-01-03,2296
2020-01-04,2432
2020-01-05,2316
2020-01-06,1852
2020-01-07,1746
2020-01-08,1695
2020-01-09,1659
2020-01-10,1668
2020-01-11,2013
2020-01-12,1984
2020-01-13,1515
2020-01-14,1462
2020-01-15,1406
2020-01-16,1370
2020-01-17,1411
2020-01-18,1701
2020-01-19,1726
2020-01-20,1507
2020-01-21,1424
2020-01-22,1455
2020-01-23,1465
2020-01-24,1684
2020-01-25,2016
2020-01-26,2254
2020-01-27,2010
2020-01-28,1965
2020-01-29,1863
2020-01-30,1853
2020-01-31,1933
2020-02-01,2197
2020-02-02,2226
2020-02-03,1822
2020-02-04,1821
2020-02-05,1819
2020-02-06,1784
2020-02-07,1833
2020-02-08,2314
2020-02-09,2445
2020-02-10,2093
2020-02-11,3216
2020-02-12,5807
2020-02-13,6518
2020-02-14,6402
2020-02-15,6828
2020-02-16,6159
2020-02-17,5418
2020-02-18,4713
2020-02-19,4525
2020-02-20,4229
2020-02-21,4341
2020-02-22,4803
2020-02-23,4627
2020-02-24,3900
2020-02-25,3624
2020-02-26,3433
2020-02-27,3257
2020-02-28,3361
2020-02-29,3837
2020-03-01,3706
2020-03-02,3001
2020-03-03,2836
2020-03-04,2722
2020-03-05,2639
2020-03-06,2741
2020-03-07,3110
2020-03-08,3131
2020-03-09,2590
2020-03-10,2420
2020-03-11,2241
2020-03-12,2222
2020-03-13,2327
2020-03-14,2652
2020-03-15,2647
2020-03-16,2280
2020-03-17,2338
2020-03-18,2212
2020-03-19,2125
2020-03-20,2111
2020-03-21,2248
2020-03-22,2168
2020-03-23,1895
2020-03-24,1874
2020-03-25,1885
2020-03-26,1857
2020-03-27,1903
2020-03-28,2074
